id;Sensorname;Type;Subtype;Value1;Value2;ValueDiff;Duration;Timestamp
336051;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:16:53.580"""
336052;K_Fen_Oben_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:17:54.451"""
336053;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-01 17:18:24.113"""
336054;W_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:18:24.973"""
336055;W_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:18:30.673"""
336056;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:18:33.101"""
336057;W_Fen_Wand_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:18:38.888"""
336058;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:18:49.466"""
336059;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-01 17:18:53.532"""
336060;W_Balkon_cyrspec_temp;zwave;Temperature;7.79;;;;"=""2021-01-01 17:20:30.917"""
336061;W_Balkon_cyrspec_moist;zwave;MoistPercent;66.05;;;;"=""2021-01-01 17:20:31.056"""
336062;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:20:31.542"""
336063;LampeDrehwand;turn;93-1;84.42;76.88;7.54;1785;"=""2021-01-01 17:20:44.925"""
336064;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-01 17:21:49.246"""
336065;W_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:21:55.587"""
336066;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-01 17:22:14.884"""
336067;B_Wasch_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:23:22.133"""
336068;B_Wasch_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:23:23.878"""
336069;W_Balkon_cyrspec_temp;zwave;Temperature;9.19;;;;"=""2021-01-01 17:23:26.699"""
336070;W_Balkon_cyrspec_moist;zwave;MoistPercent;54.43;;;;"=""2021-01-01 17:23:26.861"""
336071;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:23:27.342"""
336072;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:23:57.449"""
336073;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:24:02.429"""
336074;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:24:25.542"""
336075;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:24:40.414"""
336076;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-01 17:24:44.059"""
336077;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:24:55.616"""
336078;W_Balkon_cyrspec_temp;zwave;Temperature;9.73;;;;"=""2021-01-01 17:26:29.731"""
336079;W_Balkon_cyrspec_moist;zwave;MoistPercent;97.75;;;;"=""2021-01-01 17:26:29.902"""
336080;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:26:30.360"""
336081;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:26:46.251"""
336082;Drehwand;turn;93-0;34.30;33.31;0.99;816;"=""2021-01-01 17:26:56.278"""
336083;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:27:04.656"""
336084;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-01 17:28:01.696"""
336085;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-01 17:29:52.956"""
336086;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:30:05.399"""
336087;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:30:16.838"""
336088;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-01 17:30:32.681"""
336089;W_Fen_Wand_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:30:42.824"""
336090;K_Fen_Oben_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:31:01.048"""
336091;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:31:09.328"""
336092;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:31:16.854"""
336093;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:31:46.492"""
336094;K_Schrank_Oben_02_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:31:56.200"""
336095;K_Schrank_Oben_02_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:32:12.637"""
336096;W_Balkon_cyrspec_temp;zwave;Temperature;8.45;;;;"=""2021-01-01 17:32:22.325"""
336097;W_Balkon_cyrspec_temp;zwave;Temperature;8.45;;;;"=""2021-01-01 17:32:22.983"""
336098;W_Balkon_cyrspec_moist;zwave;MoistPercent;97.4;;;;"=""2021-01-01 17:32:27.703"""
336099;W_Balkon_cyrspec_moist;zwave;MoistPercent;97.4;;;;"=""2021-01-01 17:32:28.319"""
336100;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:32:29.112"""
336101;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:32:29.389"""
336102;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:32:29.820"""
336103;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:32:34.153"""
336104;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:32:38.235"""
336105;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-01 17:33:17.412"""
336106;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:33:30.533"""
336107;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:33:35.024"""
336108;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-01 17:33:53.650"""
336109;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:34:42.573"""
336110;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:35:04.879"""
336111;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:35:15.922"""
336112;W_Balkon_cyrspec_temp;zwave;Temperature;6.38;;;;"=""2021-01-01 17:35:17.887"""
336113;W_Balkon_cyrspec_moist;zwave;MoistPercent;94.83;;;;"=""2021-01-01 17:35:18.065"""
336114;W_Balkon_cyrspec_moist;zwave;MoistPercent;94.83;;;;"=""2021-01-01 17:35:18.490"""
336115;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:35:19.001"""
336116;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:35:19.267"""
336117;K_Ofen_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:36:22.835"""
336118;K_Ofen_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:36:24.101"""
336119;B_Wasch_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:37:56.850"""
336120;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:37:57.887"""
336121;B_Wasch_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:38:01.006"""
336122;W_Balkon_cyrspec_temp;zwave;Temperature;5.37;;;;"=""2021-01-01 17:38:19.046"""
336123;W_Balkon_cyrspec_moist;zwave;MoistPercent;87.45;;;;"=""2021-01-01 17:38:19.175"""
336124;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:38:19.636"""
336125;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:38:32.233"""
336126;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 17:39:38.378"""
336127;B_Wasch_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:40:48.377"""
336128;B_Wasch_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:40:56.701"""
336129;W_Balkon_cyrspec_temp;zwave;Temperature;4.36;;;;"=""2021-01-01 17:44:08.838"""
336130;W_Balkon_cyrspec_moist;zwave;MoistPercent;89.3;;;;"=""2021-01-01 17:44:08.999"""
336131;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:44:09.901"""
336132;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:44:49.808"""
336133;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:44:58.873"""
336134;K_Schrank_Oben_02_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:46:09.638"""
336135;K_Schrank_Oben_02_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:46:11.385"""
336136;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:46:12.746"""
336137;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:46:34.660"""
336138;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 17:57:42.012"""
336139;W_Balkon_cyrspec_temp;zwave;Temperature;3.34;;;;"=""2021-01-01 17:58:51.310"""
336140;W_Balkon_cyrspec_moist;zwave;MoistPercent;89.31;;;;"=""2021-01-01 17:58:51.446"""
336141;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 17:58:51.948"""
336142;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 17:58:59.742"""
336143;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:03:10.769"""
336144;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:03:17.456"""
336145;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:03:18.005"""
336146;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:03:18.256"""
336147;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:04:16.709"""
336148;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:05:14.240"""
336149;K_Schrank_Oben_04_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:05:16.751"""
336150;K_Schrank_Oben_04_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:05:37.764"""
336151;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:05:42.179"""
336152;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:06:12.023"""
336153;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:06:18.983"""
336154;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:06:34.494"""
336155;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:08:40.075"""
336156;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:08:44.125"""
336157;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:11:53.808"""
336158;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:11:56.907"""
336159;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:13:01.298"""
336160;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:13:21.820"""
336161;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:13:23.580"""
336162;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:13:24.050"""
336163;K_Schrank_Oben_04_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:13:33.588"""
336164;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:13:35.421"""
336165;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:13:43.598"""
336166;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:13:52.927"""
336167;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:13:56.392"""
336168;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:14:25.581"""
336169;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:14:26.846"""
336170;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:14:28.124"""
336171;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:14:29.416"""
336172;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:14:30.284"""
336173;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:15:01.997"""
336174;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:17:04.033"""
336175;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:17:15.867"""
336176;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:17:27.737"""
336177;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:17:36.537"""
336178;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:19:14.592"""
336179;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:19:18.401"""
336180;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:20:12.880"""
336181;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:20:15.764"""
336182;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:20:15.979"""
336183;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:20:17.691"""
336184;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:20:31.609"""
336185;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:20:36.239"""
336186;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:21:54.885"""
336187;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:22:01.317"""
336188;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 18:22:01.375"""
336189;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:22:01.933"""
336190;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 18:22:06.959"""
336191;H_Eingag_cyrspec_temp;zwave;Temperature;2.24;;;;"=""2021-01-01 18:27:56.820"""
336192;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.5;;;;"=""2021-01-01 18:27:56.871"""
336193;H_Eingag_cyrspec_light;zwave;LightPercent;0.87;;;;"=""2021-01-01 18:27:57.419"""
336194;W_Balkon_cyrspec_temp;zwave;Temperature;2.32;;;;"=""2021-01-01 18:36:58.597"""
336195;W_Balkon_cyrspec_moist;zwave;MoistPercent;92.12;;;;"=""2021-01-01 18:36:58.729"""
336196;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-01 18:36:59.203"""
336197;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:02:25.879"""
336198;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:02:38.175"""
336199;K_Ofen_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 19:02:59.725"""
336200;K_Ofen_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:03:00.992"""
336201;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 19:03:13.593"""
336202;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:06:21.401"""
336203;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:07:22.580"""
336204;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:07:25.391"""
336205;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:08:09.785"""
336206;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:08:14.579"""
336207;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:08:14.623"""
336208;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:08:15.207"""
336209;K_Schrank_Oben_02_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:08:27.054"""
336210;K_Schrank_Oben_02_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:08:55.654"""
336211;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 19:11:18.736"""
336212;B_Wasch_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:12:24.031"""
336213;B_Wasch_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:12:27.254"""
336214;K_Ofen_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 19:13:40.726"""
336215;K_Ofen_Schub_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:13:53.078"""
336216;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:14:23.111"""
336217;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:14:28.255"""
336218;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 19:16:54.019"""
336219;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 19:16:58.564"""
336220;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-01 19:43:08.679"""
336221;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-01 19:46:22.505"""
336222;K_Ofen_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 20:15:49.567"""
336223;K_Ofen_Schub_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 20:15:51.779"""
336224;K_Ofen_Schub_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 20:15:56.738"""
336225;K_Ofen_Schub_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 20:15:59.218"""
336226;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 20:16:00.724"""
336227;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 20:16:06.181"""
336228;B_Wasch_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 20:31:01.904"""
336229;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-01 20:32:25.249"""
336230;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-01 20:35:46.697"""
336231;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 20:37:07.562"""
336232;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 20:37:11.885"""
336233;B_Wasch_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 20:37:39.654"""
336234;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 20:40:23.389"""
336235;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 20:40:26.229"""
336236;W_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 21:18:56.162"""
336237;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 21:23:38.543"""
336238;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 21:41:36.977"""
336239;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 21:43:14.573"""
336240;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 21:43:22.888"""
336241;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-01 21:43:22.940"""
336242;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-01 21:43:23.523"""
336243;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 21:52:03.684"""
336244;LampeAussenwand;turn;91-0;66.12;66.16;0.04;459;"=""2021-01-01 22:26:58.848"""
336245;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-01 22:46:09.166"""
336246;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-01 22:47:32.020"""
336247;S_Boden_Wand_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 00:50:04.103"""
336248;S_Fen_Oben_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 00:50:08.338"""
336249;S_Boden_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 00:50:15.025"""
336250;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 00:50:26.847"""
336251;B_Wasch_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 00:50:33.390"""
336252;S_Boden_Wand_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 00:56:53.150"""
336253;S_Fen_Oben_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 00:56:58.125"""
336254;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 00:58:47.900"""
336255;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 00:59:56.353"""
336256;S_Boden_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 01:15:56.008"""
336257;LampeAussenwand;turn;91-0;66.16;66.32;0.16;408;"=""2021-01-02 03:44:55.031"""
336258;H_Eingag_cyrspec_temp;zwave;Temperature;1.25;;;;"=""2021-01-02 07:19:37.381"""
336259;H_Eingag_cyrspec_moist;zwave;MoistPercent;88.16;;;;"=""2021-01-02 07:19:37.437"""
336260;H_Eingag_cyrspec_light;zwave;LightPercent;0.87;;;;"=""2021-01-02 07:19:38.006"""
336261;W_Balkon_cyrspec_light;zwave;LightPercent;10.1;;;;"=""2021-01-02 08:04:35.228"""
336262;W_Balkon_cyrspec_temp;zwave;Temperature;1.73;;;;"=""2021-01-02 08:07:30.680"""
336263;W_Balkon_cyrspec_moist;zwave;MoistPercent;98.31;;;;"=""2021-01-02 08:07:30.843"""
336264;W_Balkon_cyrspec_light;zwave;LightPercent;14.11;;;;"=""2021-01-02 08:07:31.298"""
336265;W_Balkon_cyrspec_light;zwave;LightPercent;19.51;;;;"=""2021-01-02 08:10:30.016"""
336266;W_Balkon_cyrspec_temp;zwave;Temperature;1.69;;;;"=""2021-01-02 08:13:25.497"""
336267;W_Balkon_cyrspec_moist;zwave;MoistPercent;98.37;;;;"=""2021-01-02 08:13:25.669"""
336268;W_Balkon_cyrspec_light;zwave;LightPercent;26.48;;;;"=""2021-01-02 08:13:26.102"""
336269;W_Balkon_cyrspec_temp;zwave;Temperature;1.67;;;;"=""2021-01-02 08:19:16.065"""
336270;W_Balkon_cyrspec_moist;zwave;MoistPercent;98.1;;;;"=""2021-01-02 08:19:16.235"""
336271;W_Balkon_cyrspec_light;zwave;LightPercent;41.46;;;;"=""2021-01-02 08:19:16.692"""
336272;W_Balkon_cyrspec_light;zwave;LightPercent;50.52;;;;"=""2021-01-02 08:22:15.496"""
336273;W_Balkon_cyrspec_temp;zwave;Temperature;1.71;;;;"=""2021-01-02 08:25:12.933"""
336274;W_Balkon_cyrspec_moist;zwave;MoistPercent;97.46;;;;"=""2021-01-02 08:25:13.099"""
336275;W_Balkon_cyrspec_light;zwave;LightPercent;61.67;;;;"=""2021-01-02 08:25:13.593"""
336276;W_Balkon_cyrspec_temp;zwave;Temperature;1.64;;;;"=""2021-01-02 08:31:07.525"""
336277;W_Balkon_cyrspec_moist;zwave;MoistPercent;98.5;;;;"=""2021-01-02 08:31:07.693"""
336278;W_Balkon_cyrspec_light;zwave;LightPercent;77.35;;;;"=""2021-01-02 08:31:08.138"""
336279;H_Eingag_cyrspec_light;zwave;LightPercent;9.58;;;;"=""2021-01-02 08:31:26.713"""
336280;W_Balkon_cyrspec_light;zwave;LightPercent;91.11;;;;"=""2021-01-02 08:34:02.717"""
336281;H_Eingag_cyrspec_temp;zwave;Temperature;1.46;;;;"=""2021-01-02 08:34:25.708"""
336282;H_Eingag_cyrspec_moist;zwave;MoistPercent;89.56;;;;"=""2021-01-02 08:34:25.754"""
336283;H_Eingag_cyrspec_light;zwave;LightPercent;11.84;;;;"=""2021-01-02 08:34:26.280"""
336284;W_Balkon_cyrspec_temp;zwave;Temperature;1.72;;;;"=""2021-01-02 08:36:58.213"""
336285;W_Balkon_cyrspec_moist;zwave;MoistPercent;98.13;;;;"=""2021-01-02 08:36:58.375"""
336286;W_Balkon_cyrspec_light;zwave;LightPercent;99.82;;;;"=""2021-01-02 08:36:58.852"""
336287;H_Eingag_cyrspec_light;zwave;LightPercent;20.73;;;;"=""2021-01-02 08:43:25.262"""
336288;H_Eingag_cyrspec_temp;zwave;Temperature;1.71;;;;"=""2021-01-02 08:46:24.059"""
336289;H_Eingag_cyrspec_moist;zwave;MoistPercent;90.32;;;;"=""2021-01-02 08:46:24.088"""
336290;H_Eingag_cyrspec_light;zwave;LightPercent;26.3;;;;"=""2021-01-02 08:46:24.641"""
336291;H_Eingag_cyrspec_temp;zwave;Temperature;1.65;;;;"=""2021-01-02 08:55:23.612"""
336292;H_Eingag_cyrspec_moist;zwave;MoistPercent;88.49;;;;"=""2021-01-02 08:55:23.640"""
336293;H_Eingag_cyrspec_light;zwave;LightPercent;44.59;;;;"=""2021-01-02 08:55:24.221"""
336294;H_Eingag_cyrspec_light;zwave;LightPercent;49.65;;;;"=""2021-01-02 09:04:22.853"""
336295;H_Eingag_cyrspec_temp;zwave;Temperature;1.34;;;;"=""2021-01-02 09:10:20.151"""
336296;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.86;;;;"=""2021-01-02 09:10:20.204"""
336297;H_Eingag_cyrspec_light;zwave;LightPercent;55.22;;;;"=""2021-01-02 09:10:20.820"""
336298;H_Eingag_cyrspec_temp;zwave;Temperature;1.28;;;;"=""2021-01-02 09:19:19.691"""
336299;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.49;;;;"=""2021-01-02 09:19:19.746"""
336300;H_Eingag_cyrspec_light;zwave;LightPercent;68.29;;;;"=""2021-01-02 09:19:20.281"""
336301;H_Eingag_cyrspec_light;zwave;LightPercent;80.83;;;;"=""2021-01-02 09:28:19.103"""
336302;H_Eingag_cyrspec_temp;zwave;Temperature;1.27;;;;"=""2021-01-02 09:31:17.916"""
336303;H_Eingag_cyrspec_moist;zwave;MoistPercent;88.24;;;;"=""2021-01-02 09:31:17.945"""
336304;H_Eingag_cyrspec_light;zwave;LightPercent;92.5;;;;"=""2021-01-02 09:31:18.542"""
336305;Drehwand;turn;93-0;33.31;33.45;0.14;612;"=""2021-01-02 09:41:29.675"""
336306;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 09:47:47.363"""
336307;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 09:48:57.003"""
336308;Drehschrank;turn;92-0;8.08;36.65;28.57;6222;"=""2021-01-02 09:49:14.270"""
336309;H_Putz_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 09:49:14.477"""
336310;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 09:49:36.786"""
336311;Drehschrank;turn;92-0;36.65;10.71;25.94;3264;"=""2021-01-02 09:49:45.070"""
336312;Drehschrank;turn;92-0;10.71;9.75;0.96;918;"=""2021-01-02 09:49:47.166"""
