id;Sensorname;Type;Subtype;Value1;Value2;ValueDiff;Duration;Timestamp
336313;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 09:49:58.769"""
336314;H_Eingag_cyrspec_temp;zwave;Temperature;1.19;;;;"=""2021-01-02 09:52:15.134"""
336315;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.97;;;;"=""2021-01-02 09:52:15.162"""
336316;H_Eingag_cyrspec_light;zwave;LightPercent;75.78;;;;"=""2021-01-02 09:52:15.740"""
336317;H_Eingag_cyrspec_temp;zwave;Temperature;1.19;;;;"=""2021-01-02 09:55:14.006"""
336318;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.96;;;;"=""2021-01-02 09:55:14.052"""
336319;H_Eingag_cyrspec_light;zwave;LightPercent;54.18;;;;"=""2021-01-02 09:55:14.646"""
336320;H_Eingag_cyrspec_light;zwave;LightPercent;40.59;;;;"=""2021-01-02 10:01:15.057"""
336321;H_Eingag_cyrspec_temp;zwave;Temperature;1.13;;;;"=""2021-01-02 10:04:13.877"""
336322;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.63;;;;"=""2021-01-02 10:04:13.914"""
336323;H_Eingag_cyrspec_light;zwave;LightPercent;38.85;;;;"=""2021-01-02 10:04:14.502"""
336324;H_Eingag_cyrspec_light;zwave;LightPercent;50.52;;;;"=""2021-01-02 10:22:14.524"""
336325;H_Eingag_cyrspec_temp;zwave;Temperature;1.15;;;;"=""2021-01-02 10:25:13.428"""
336326;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.57;;;;"=""2021-01-02 10:25:13.514"""
336327;H_Eingag_cyrspec_light;zwave;LightPercent;54.87;;;;"=""2021-01-02 10:25:13.999"""
336328;H_Eingag_cyrspec_temp;zwave;Temperature;1.23;;;;"=""2021-01-02 10:40:14.108"""
336329;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.13;;;;"=""2021-01-02 10:40:14.162"""
336330;H_Eingag_cyrspec_light;zwave;LightPercent;65.67;;;;"=""2021-01-02 10:40:14.765"""
336331;H_Eingag_cyrspec_light;zwave;LightPercent;80.83;;;;"=""2021-01-02 10:43:12.735"""
336332;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 10:44:30.451"""
336333;H_Eingag_cyrspec_temp;zwave;Temperature;1.26;;;;"=""2021-01-02 10:46:11.651"""
336334;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.41;;;;"=""2021-01-02 10:46:11.687"""
336335;H_Eingag_cyrspec_light;zwave;LightPercent;96.68;;;;"=""2021-01-02 10:46:12.223"""
336336;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 11:03:44.621"""
336337;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:03:51.969"""
336338;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:05:11.993"""
336339;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:05:35.273"""
336340;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:05:38.707"""
336341;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:07:46.549"""
336342;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:07:48.368"""
336343;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:07:59.477"""
336344;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 11:08:06.881"""
336345;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:08:10.552"""
336346;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:08:45.137"""
336347;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:08:56.108"""
336348;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:11:12.243"""
336349;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:11:16.237"""
336350;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:12:14.416"""
336351;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:12:17.260"""
336352;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 11:12:19.340"""
336353;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:12:26.696"""
336354;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:26:45.509"""
336355;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:26:46.512"""
336356;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:27:02.439"""
336357;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:27:02.996"""
336358;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:27:03.216"""
336359;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:27:04.105"""
336360;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:27:49.125"""
336361;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:27:51.270"""
336362;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:27:57.115"""
336363;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:28:28.031"""
336364;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:28:35.994"""
336365;K_Schrank_Oben_05_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:29:06.905"""
336366;K_Schrank_Oben_05_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:29:08.636"""
336367;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:29:42.837"""
336368;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:29:47.127"""
336369;K_Schrank_Oben_04_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:30:04.011"""
336370;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:30:27.192"""
336371;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 11:33:05.680"""
336372;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:33:21.612"""
336373;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-02 11:34:04.596"""
336374;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:34:29.654"""
336375;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:34:33.751"""
336376;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:34:33.768"""
336377;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:34:34.345"""
336378;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:34:41.708"""
336379;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:34:46.229"""
336380;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:37:09.593"""
336381;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:37:11.941"""
336382;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:37:17.032"""
336383;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:37:17.616"""
336384;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:37:17.819"""
336385;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-02 11:37:18.519"""
336386;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:37:21.967"""
336387;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 11:38:19.504"""
336388;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:38:30.448"""
336389;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:39:10.201"""
336390;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:39:13.738"""
336391;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:40:40.101"""
336392;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:40:40.962"""
336393;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:40:45.781"""
336394;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:40:46.076"""
336395;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:40:46.401"""
336396;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:40:46.634"""
336397;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 11:41:09.768"""
336398;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:41:41.797"""
336399;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:41:47.943"""
336400;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:43:29.492"""
336401;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:49:40.685"""
336402;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:49:47.562"""
336403;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 11:49:48.115"""
336404;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:49:51.785"""
336405;K_Schrank_Oben_04_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 11:51:49.759"""
336406;K_Schrank_Oben_04_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 11:51:52.346"""
336407;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 12:02:17.309"""
336408;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 12:02:18.148"""
336409;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 12:02:44.234"""
336410;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 12:02:51.357"""
336411;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 12:03:46.985"""
336412;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 12:21:06.027"""
336413;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 12:21:07.960"""
336414;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 12:21:53.954"""
336415;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 12:21:57.456"""
336416;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 12:23:31.568"""
336417;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 12:48:21.796"""
336418;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 12:48:24.149"""
336419;LampeAussenwand;turn;91-0;66.32;66.59;0.27;510;"=""2021-01-02 12:53:43.115"""
336420;W_Fen_Wand_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 13:12:32.486"""
336421;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-02 13:12:40.187"""
336422;W_Balkon_cyrspec_temp;zwave;Temperature;4.5;;;;"=""2021-01-02 13:13:12.696"""
336423;W_Balkon_cyrspec_moist;zwave;MoistPercent;76.37;;;;"=""2021-01-02 13:13:12.882"""
336424;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2021-01-02 13:13:13.311"""
336425;W_Fen_Wand_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 13:14:39.613"""
336426;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-02 13:16:09.164"""
336427;W_Balkon_cyrspec_temp;zwave;Temperature;3.39;;;;"=""2021-01-02 13:19:07.462"""
336428;W_Balkon_cyrspec_moist;zwave;MoistPercent;55.92;;;;"=""2021-01-02 13:19:07.627"""
336429;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2021-01-02 13:19:08.101"""
336430;W_Balkon_cyrspec_temp;zwave;Temperature;2.83;;;;"=""2021-01-02 13:22:04.682"""
336431;W_Balkon_cyrspec_moist;zwave;MoistPercent;81.36;;;;"=""2021-01-02 13:22:04.846"""
336432;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2021-01-02 13:22:05.335"""
336433;H_Eingag_cyrspec_temp;zwave;Temperature;1.32;;;;"=""2021-01-02 13:24:46.611"""
336434;H_Eingag_cyrspec_moist;zwave;MoistPercent;84.46;;;;"=""2021-01-02 13:24:46.631"""
336435;H_Eingag_cyrspec_light;zwave;LightPercent;83.97;;;;"=""2021-01-02 13:24:47.824"""
336436;H_Eingag_cyrspec_light;zwave;LightPercent;89.37;;;;"=""2021-01-02 13:30:47.768"""
336437;W_Balkon_cyrspec_temp;zwave;Temperature;2.23;;;;"=""2021-01-02 13:36:47.844"""
336438;W_Balkon_cyrspec_moist;zwave;MoistPercent;91.51;;;;"=""2021-01-02 13:36:48.010"""
336439;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2021-01-02 13:36:48.479"""
336440;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 13:43:17.379"""
336441;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 13:43:19.591"""
336442;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 13:44:23.619"""
336443;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 13:44:45.266"""
336444;H_Eingag_cyrspec_temp;zwave;Temperature;1.46;;;;"=""2021-01-02 13:45:44.243"""
336445;H_Eingag_cyrspec_moist;zwave;MoistPercent;84.46;;;;"=""2021-01-02 13:45:44.289"""
336446;H_Eingag_cyrspec_light;zwave;LightPercent;96.51;;;;"=""2021-01-02 13:45:44.870"""
336447;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 13:55:24.252"""
336448;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 13:56:27.191"""
336449;B_Wasch_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 13:58:16.611"""
336450;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 14:05:50.512"""
336451;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 14:06:02.172"""
336452;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 14:06:07.457"""
336453;H_Putz_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 14:06:31.247"""
336454;Drehschrank;turn;92-0;9.75;38.37;28.62;1938;"=""2021-01-02 14:06:31.511"""
336455;H_Eingag_cyrspec_temp;zwave;Temperature;1.43;;;;"=""2021-01-02 14:06:41.162"""
336456;H_Eingag_cyrspec_moist;zwave;MoistPercent;83.79;;;;"=""2021-01-02 14:06:41.218"""
336457;H_Eingag_cyrspec_light;zwave;LightPercent;85.19;;;;"=""2021-01-02 14:06:41.737"""
336458;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 14:16:21.657"""
336459;Drehschrank;turn;92-0;38.37;8.88;29.49;2193;"=""2021-01-02 14:16:25.740"""
336460;H_Eingag_cyrspec_temp;zwave;Temperature;1.42;;;;"=""2021-01-02 14:18:39.308"""
336461;H_Eingag_cyrspec_moist;zwave;MoistPercent;83.5;;;;"=""2021-01-02 14:18:39.350"""
336462;H_Eingag_cyrspec_light;zwave;LightPercent;72.29;;;;"=""2021-01-02 14:18:39.932"""
336463;Drehschrank;turn;92-0;8.88;26.03;17.15;1479;"=""2021-01-02 14:19:25.564"""
336464;H_Putz_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 14:19:25.824"""
336465;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 14:19:28.529"""
336466;Drehschrank;turn;92-0;26.03;8.06;17.97;2397;"=""2021-01-02 14:19:32.262"""
336467;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 14:27:04.296"""
336468;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-02 14:27:15.748"""
336469;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 14:27:31.082"""
336470;H_Eingag_cyrspec_temp;zwave;Temperature;3.13;;;;"=""2021-01-02 14:27:40.281"""
336471;H_Eingag_cyrspec_moist;zwave;MoistPercent;89.91;;;;"=""2021-01-02 14:27:40.330"""
336472;H_Eingag_cyrspec_light;zwave;LightPercent;66.89;;;;"=""2021-01-02 14:27:40.890"""
336473;H_Eingag_cyrspec_temp;zwave;Temperature;1.99;;;;"=""2021-01-02 14:30:38.988"""
336474;H_Eingag_cyrspec_moist;zwave;MoistPercent;83.92;;;;"=""2021-01-02 14:30:39.028"""
336475;H_Eingag_cyrspec_light;zwave;LightPercent;75.6;;;;"=""2021-01-02 14:30:39.630"""
336476;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-02 14:30:53.198"""
336477;H_Eingag_cyrspec_light;zwave;LightPercent;59.93;;;;"=""2021-01-02 14:36:40.774"""
336478;H_Eingag_cyrspec_temp;zwave;Temperature;1.57;;;;"=""2021-01-02 14:39:39.627"""
336479;H_Eingag_cyrspec_moist;zwave;MoistPercent;82.47;;;;"=""2021-01-02 14:39:39.675"""
336480;H_Eingag_cyrspec_light;zwave;LightPercent;43.72;;;;"=""2021-01-02 14:39:40.239"""
336481;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 14:46:30.940"""
336482;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 14:46:34.882"""
336483;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 14:47:31.429"""
336484;H_Eingag_cyrspec_temp;zwave;Temperature;1.62;;;;"=""2021-01-02 14:51:37.720"""
336485;H_Eingag_cyrspec_moist;zwave;MoistPercent;82.18;;;;"=""2021-01-02 14:51:37.765"""
336486;H_Eingag_cyrspec_light;zwave;LightPercent;58.71;;;;"=""2021-01-02 14:51:38.328"""
336487;H_Eingag_cyrspec_light;zwave;LightPercent;48.95;;;;"=""2021-01-02 15:15:32.937"""
336488;H_Eingag_cyrspec_temp;zwave;Temperature;1.45;;;;"=""2021-01-02 15:18:35.969"""
336489;H_Eingag_cyrspec_moist;zwave;MoistPercent;81.44;;;;"=""2021-01-02 15:18:36.003"""
336490;H_Eingag_cyrspec_light;zwave;LightPercent;43.72;;;;"=""2021-01-02 15:18:36.598"""
336491;W_Balkon_cyrspec_temp;zwave;Temperature;2.19;;;;"=""2021-01-02 15:31:25.441"""
336492;W_Balkon_cyrspec_moist;zwave;MoistPercent;101.89;;;;"=""2021-01-02 15:31:25.612"""
336493;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2021-01-02 15:31:26.116"""
336494;H_Eingag_cyrspec_light;zwave;LightPercent;41.11;;;;"=""2021-01-02 15:39:32.897"""
336495;S_Boden_Wand_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 15:42:13.334"""
336496;H_Eingag_cyrspec_temp;zwave;Temperature;1.38;;;;"=""2021-01-02 15:42:31.685"""
336497;H_Eingag_cyrspec_moist;zwave;MoistPercent;81.36;;;;"=""2021-01-02 15:42:31.732"""
336498;H_Eingag_cyrspec_light;zwave;LightPercent;31.88;;;;"=""2021-01-02 15:42:32.284"""
336499;S_Boden_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 15:42:43.647"""
336500;H_Eingag_cyrspec_light;zwave;LightPercent;19.33;;;;"=""2021-01-02 16:03:28.264"""
336501;H_Eingag_cyrspec_temp;zwave;Temperature;1.38;;;;"=""2021-01-02 16:06:27.105"""
336502;H_Eingag_cyrspec_moist;zwave;MoistPercent;82.42;;;;"=""2021-01-02 16:06:27.154"""
336503;H_Eingag_cyrspec_light;zwave;LightPercent;16.72;;;;"=""2021-01-02 16:06:27.716"""
336504;W_Balkon_cyrspec_temp;zwave;Temperature;1.79;;;;"=""2021-01-02 16:15:34.182"""
336505;W_Balkon_cyrspec_moist;zwave;MoistPercent;101.58;;;;"=""2021-01-02 16:15:34.349"""
336506;W_Balkon_cyrspec_light;zwave;LightPercent;89.37;;;;"=""2021-01-02 16:15:34.804"""
336507;H_Eingag_cyrspec_light;zwave;LightPercent;9.4;;;;"=""2021-01-02 16:18:24.885"""
336508;W_Balkon_cyrspec_temp;zwave;Temperature;1.75;;;;"=""2021-01-02 16:18:29.590"""
336509;W_Balkon_cyrspec_moist;zwave;MoistPercent;103.31;;;;"=""2021-01-02 16:18:29.773"""
336510;W_Balkon_cyrspec_light;zwave;LightPercent;74.56;;;;"=""2021-01-02 16:18:30.232"""
336511;W_Balkon_cyrspec_temp;zwave;Temperature;1.73;;;;"=""2021-01-02 16:21:25.024"""
336512;W_Balkon_cyrspec_moist;zwave;MoistPercent;101.52;;;;"=""2021-01-02 16:21:25.192"""
336513;W_Balkon_cyrspec_light;zwave;LightPercent;63.24;;;;"=""2021-01-02 16:21:25.638"""
336514;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 16:26:00.536"""
336515;W_Balkon_cyrspec_temp;zwave;Temperature;1.77;;;;"=""2021-01-02 16:27:19.725"""
336516;W_Balkon_cyrspec_moist;zwave;MoistPercent;101.51;;;;"=""2021-01-02 16:27:19.894"""
336517;W_Balkon_cyrspec_light;zwave;LightPercent;48.78;;;;"=""2021-01-02 16:27:20.342"""
336518;H_Eingag_cyrspec_temp;zwave;Temperature;1.25;;;;"=""2021-01-02 16:27:24.451"""
336519;H_Eingag_cyrspec_moist;zwave;MoistPercent;81.16;;;;"=""2021-01-02 16:27:24.500"""
336520;H_Eingag_cyrspec_light;zwave;LightPercent;6.09;;;;"=""2021-01-02 16:27:25.096"""
336521;W_Balkon_cyrspec_light;zwave;LightPercent;40.76;;;;"=""2021-01-02 16:33:09.506"""
336522;W_Balkon_cyrspec_temp;zwave;Temperature;1.72;;;;"=""2021-01-02 16:36:09.063"""
336523;W_Balkon_cyrspec_moist;zwave;MoistPercent;101.69;;;;"=""2021-01-02 16:36:09.230"""
336524;W_Balkon_cyrspec_light;zwave;LightPercent;32.57;;;;"=""2021-01-02 16:36:09.676"""
336525;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 16:36:35.847"""
336526;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 16:36:44.513"""
336527;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 16:36:44.743"""
336528;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 16:37:30.343"""
336529;LampeDrehwand;turn;93-1;76.88;48.74;28.14;1326;"=""2021-01-02 16:37:50.941"""
336530;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 16:38:05.736"""
336531;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 16:38:21.515"""
336532;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 16:41:53.436"""
336533;W_Balkon_cyrspec_light;zwave;LightPercent;20.73;;;;"=""2021-01-02 16:41:59.166"""
336534;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 16:43:57.109"""
336535;W_Balkon_cyrspec_temp;zwave;Temperature;1.79;;;;"=""2021-01-02 16:44:56.506"""
336536;W_Balkon_cyrspec_moist;zwave;MoistPercent;102.9;;;;"=""2021-01-02 16:44:56.676"""
336537;W_Balkon_cyrspec_light;zwave;LightPercent;16.55;;;;"=""2021-01-02 16:44:57.125"""
336538;H_Eingag_cyrspec_light;zwave;LightPercent;0.87;;;;"=""2021-01-02 16:48:21.211"""
336539;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 16:49:39.118"""
336540;W_Schub_Bad_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 16:49:48.053"""
336541;W_Balkon_cyrspec_light;zwave;LightPercent;10.8;;;;"=""2021-01-02 16:50:50.772"""
336542;W_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 16:52:32.527"""
336543;LampeDrehwand;turn;93-1;48.74;85.64;36.90;1938;"=""2021-01-02 16:53:44.764"""
336544;LampeDrehwand;turn;93-1;85.64;118.92;33.28;1275;"=""2021-01-02 16:53:49.372"""
336545;W_Balkon_cyrspec_temp;zwave;Temperature;1.65;;;;"=""2021-01-02 16:56:45.238"""
336546;W_Balkon_cyrspec_moist;zwave;MoistPercent;101.84;;;;"=""2021-01-02 16:56:45.395"""
336547;W_Balkon_cyrspec_light;zwave;LightPercent;5.92;;;;"=""2021-01-02 16:56:45.848"""
336548;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 16:57:00.131"""
336549;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 16:57:02.499"""
336550;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2021-01-02 17:08:31.143"""
336551;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 17:16:56.976"""
336552;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 17:16:59.382"""
336553;W_Schub_Bad_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 17:24:40.790"""
336554;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 17:24:55.253"""
336555;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 17:25:10.289"""
336556;S_Boden_Wand_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 17:25:33.669"""
336557;S_Boden_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 17:25:34.042"""
336558;S_Boden_Wand_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 17:25:35.280"""
336559;S_Boden_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 17:25:35.830"""
336560;LampeDrehwand;turn;93-1;114.69;83.03;31.66;1683;"=""2021-01-02 17:25:42.553"""
336561;LampeDrehwand;turn;93-1;83.03;55.75;27.28;1275;"=""2021-01-02 17:25:45.029"""
336562;LampeAussenwand;turn;91-0;66.59;67.68;1.09;408;"=""2021-01-02 17:26:09.428"""
336563;H_Tuer_Str;zwave;Contact;OPEN;;;;"=""2021-01-02 17:27:29.919"""
336564;H_Eingang_cyrspec_switch;zwave;Switch;ON;;;;"=""2021-01-02 17:27:33.163"""
336565;H_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2021-01-02 17:27:51.569"""
336566;H_Eingag_cyrspec_temp;zwave;Temperature;2.03;;;;"=""2021-01-02 17:30:15.830"""
336567;H_Eingag_cyrspec_moist;zwave;MoistPercent;98.09;;;;"=""2021-01-02 17:30:15.855"""
336568;H_Eingag_cyrspec_light;zwave;LightPercent;0.87;;;;"=""2021-01-02 17:30:16.447"""
336569;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2021-01-02 17:30:30.473"""
336570;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2021-01-02 17:30:32.985"""
336571;H_Eingang_cyrspec_switch;zwave;Switch;OFF;;;;"=""2021-01-02 17:30:58.808"""
336572;H_Eingag_cyrspec_temp;zwave;Temperature;1.67;;;;"=""2021-01-02 17:33:15.230"""
336573;H_Eingag_cyrspec_moist;zwave;MoistPercent;87.46;;;;"=""2021-01-02 17:33:15.247"""
